model,feature,importance_mean,importance_std
random_survival_forest,heart_rate_min_24h,-0.0003742141502843799,0.0006486378604929621
random_survival_forest,creatinine_std_24h,-0.00039916176030330153,0.0003492665402654582
random_survival_forest,bicarbonate_first_24h_missing,-0.00039916176030330153,0.0015218042111565522
random_survival_forest,bicarbonate_last_24h_missing,-0.00039916176030330153,0.0009979044007584204
random_survival_forest,sodium_max_24h,-0.00039916176030335704,0.00032431893024648106
random_survival_forest,potassium_slope_24h,-0.00039916176030335704,0.0007484283005688153
random_survival_forest,creatinine_first_24h_missing,-0.00039916176030335704,0.00032431893024648106
random_survival_forest,marital_status_SINGLE,-0.00041163556531281786,0.0002619499051990659
random_survival_forest,race_simple_BLACK,-0.0004241093703222787,0.00014968566011380746
random_survival_forest,bicarbonate_max_24h,-0.0004365831753317395,0.0008107973256162304
random_survival_forest,bun_last_24h_missing,-0.0004365831753317395,3.742141502843799e-05
random_survival_forest,bicarbonate_count_24h_missing,-0.00044905698034120034,0.00039916176030335704
random_survival_forest,ph_count_24h_missing,-0.00044905698034125585,9.979044007579763e-05
random_survival_forest,pco2_max_24h,-0.0004615307853507167,0.0002120546851611671
random_survival_forest,bicarbonate_count_24h,-0.0004615307853507722,3.742141502843799e-05
random_survival_forest,po2_std_24h_missing,-0.0004615307853507722,3.742141502843799e-05
